,id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MST - NUEVA IZQUIERDA_perc,PARTIDO POPULAR_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MST - NUEVA IZQUIERDA_votos,PARTIDO POPULAR_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
135,CATAMARCA_AMBATO,"Ambato, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,21.54,0.19,0.31,59.12,0.25,0.15,18.02,0.09,0.15,0.06,0.12,698,6,10,1916,8,5,584,3,5,2,4,72.88,4768,3475,6.39,0.0,0.35,222,0,12,CATAMARCA
136,CATAMARCA_ANCASTI,"Ancasti, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,45.2,0.46,0.58,51.56,0.12,0.35,1.1,0.06,0.06,0.35,0.17,781,8,10,891,2,6,19,1,1,6,3,70.29,2693,1893,7.82,0.48,0.42,148,9,8,CATAMARCA
137,CATAMARCA_ANTOFAGASTA DE LA SIERRA,"Antofagasta de la Sierra, Catamarca",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,CATAMARCA
139,CATAMARCA_ANDALGALA,"Andalgala, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,32.01,0.75,1.25,52.26,0.28,3.55,7.57,0.39,0.31,1.39,0.25,1154,27,45,1884,10,128,273,14,11,50,9,67.89,6148,4174,12.51,0.19,0.93,522,8,39,CATAMARCA
140,CATAMARCA_BELEN,"Belen, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,36.1,0.37,0.82,54.35,0.23,1.04,6.32,0.19,0.12,0.32,0.14,4838,49,110,7284,31,139,847,25,16,43,19,71.88,20320,14606,7.7,0.01,0.53,1125,2,78,CATAMARCA
141,CATAMARCA_CAPAYAN,"Capayan, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,28.67,0.79,1.59,53.48,0.38,0.73,12.85,0.18,0.23,0.92,0.17,2346,65,130,4376,31,60,1051,15,19,75,14,68.14,12900,8790,6.38,0.1,0.43,561,9,38,CATAMARCA
142,CATAMARCA_CAPITAL,"Capital, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,33.24,0.82,1.55,44.61,0.44,1.2,16.87,0.25,0.27,0.4,0.35,21502,533,1004,28854,284,775,10915,161,173,259,224,64.04,107671,68952,4.82,0.16,1.2,3326,112,830,CATAMARCA
143,CATAMARCA_EL ALTO,"El Alto, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,34.36,0.33,0.33,54.1,0.17,0.73,9.2,0.11,0.22,0.22,0.22,616,6,6,970,3,13,165,2,4,4,4,70.85,2679,1898,4.95,0.05,0.53,94,1,10,CATAMARCA
144,CATAMARCA_FRAY MAMERTO ESQUIU,"Fray Mamerto Esquiu, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,27.84,0.53,1.97,55.26,0.16,0.45,12.93,0.43,0.06,0.22,0.14,1410,27,100,2799,8,23,655,22,3,11,7,66.58,8076,5377,5.28,0.09,0.43,284,5,23,CATAMARCA
145,CATAMARCA_LA PAZ,"La Paz, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,26.27,0.42,0.57,58.56,0.27,0.55,12.56,0.2,0.27,0.11,0.21,2974,48,65,6628,30,62,1422,23,31,12,24,67.73,17516,11863,4.0,0.05,0.53,475,6,63,CATAMARCA
146,CATAMARCA_PACLIN,"Paclin, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,41.54,0.2,0.41,52.94,0.25,0.1,4.2,0.1,0.1,0.1,0.05,820,4,8,1045,5,2,83,2,2,2,1,61.44,3677,2259,12.31,0.13,0.18,278,3,4,CATAMARCA
147,CATAMARCA_POMAN,"Poman, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,27.13,0.34,0.59,66.51,0.24,0.34,4.41,0.16,0.13,0.13,0.03,1700,21,37,4167,15,21,276,10,8,8,2,79.07,8408,6648,4.81,0.24,0.71,320,16,47,CATAMARCA
148,CATAMARCA_SANTA MARIA,"Santa Maria, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,25.06,0.52,0.49,57.26,1.61,1.62,12.45,0.22,0.16,0.45,0.16,3167,66,62,7236,204,205,1573,28,20,57,20,71.51,18921,13531,5.3,0.07,1.23,717,9,167,CATAMARCA
149,CATAMARCA_SANTA ROSA,"Santa Rosa, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,15.0,0.35,0.92,79.31,0.18,0.32,3.57,0.11,0.04,0.07,0.14,424,10,26,2242,5,9,101,3,1,2,4,70.01,4182,2928,2.6,0.1,0.75,76,3,22,CATAMARCA
150,CATAMARCA_TINOGASTA,"Tinogasta, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,34.37,0.58,0.5,56.98,0.16,0.99,5.94,0.13,0.15,0.1,0.1,3819,64,55,6331,18,110,660,14,17,11,11,69.62,17352,12081,7.28,0.09,0.66,880,11,80,CATAMARCA
151,CATAMARCA_VALLE VIEJO,"Valle Viejo, Catamarca",ALIANZA FRENTE PARA LA VICTORIA,35.51,0.28,1.16,46.84,0.32,1.62,13.12,0.67,0.11,0.22,0.16,2691,21,88,3550,24,123,994,51,8,17,12,59.42,13384,7953,3.72,0.04,0.94,296,3,75,CATAMARCA
283,JUJUY_COCHINOCA,"Cochinoca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,30.43,0.85,2.03,44.86,0.47,1.68,17.81,0.67,0.32,0.59,0.3,2009,56,134,2962,31,111,1176,44,21,39,20,68.52,10039,6879,2.63,0.13,1.25,181,9,86,JUJUY
284,JUJUY_EL CARMEN,"El Carmen, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,24.32,0.62,2.27,44.7,0.52,1.47,24.47,0.49,0.19,0.47,0.48,12371,317,1154,22733,265,746,12447,248,98,237,244,78.77,67038,52805,2.57,0.12,0.99,1358,65,522,JUJUY
285,JUJUY_DOCTOR MANUEL BELGRANO,"General Belgrano, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,26.42,0.78,6.25,34.15,0.66,1.76,28.2,0.54,0.23,0.67,0.34,38716,1138,9162,50033,971,2581,41317,789,331,984,494,77.66,198749,154346,3.56,0.12,1.39,5500,187,2143,JUJUY
286,JUJUY_HUMAHUACA,"Humahuaca, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,18.76,0.8,2.55,46.43,0.4,1.57,27.0,0.9,0.42,0.77,0.4,1735,74,236,4294,37,145,2497,83,39,71,37,69.4,14032,9738,3.52,0.08,1.43,343,8,139,JUJUY
287,JUJUY_LEDESMA,"Ledesma, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,17.11,0.97,2.13,47.84,0.4,1.11,29.17,0.38,0.14,0.36,0.4,7450,423,926,20835,173,484,12704,165,59,155,173,74.85,60437,45239,2.39,0.07,1.28,1081,33,578,JUJUY
288,JUJUY_PALPALA,"Palpala, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,21.09,0.88,4.78,35.79,0.6,1.27,33.09,0.6,0.23,1.05,0.63,6240,259,1415,10588,178,375,9791,177,68,311,185,79.94,38914,31106,3.43,0.09,1.37,1066,28,425,JUJUY
289,JUJUY_RINCONADA,"Rinconada, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,13.2,0.61,1.57,70.34,0.12,0.61,12.71,0.61,0.12,0.0,0.12,109,5,13,581,1,5,105,5,1,0,1,53.81,1576,848,1.42,0.0,1.18,12,0,10,JUJUY
290,JUJUY_SAN ANTONIO,"San Antonio, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,17.48,0.44,2.59,60.42,0.17,0.67,17.68,0.13,0.13,0.13,0.13,519,13,77,1794,5,20,525,4,4,4,4,80.58,3790,3054,1.93,0.13,0.72,59,4,22,JUJUY
291,JUJUY_SAN PEDRO,"San Pedro, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,21.07,0.55,1.65,48.56,0.46,0.89,25.97,0.32,0.15,0.2,0.18,9090,237,711,20950,200,385,11202,136,65,87,77,76.77,58291,44750,2.3,0.16,1.14,1028,71,511,JUJUY
292,JUJUY_SANTA BARBARA,"Santa Barbara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,23.45,0.28,0.55,56.38,0.18,0.87,17.79,0.15,0.12,0.08,0.15,2414,29,57,5803,19,90,1831,15,12,8,15,75.24,14048,10570,1.82,0.08,0.73,192,8,77,JUJUY
293,JUJUY_SANTA CATALINA,"Santa Catalina, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,12.54,0.38,0.44,65.29,0.19,0.25,20.58,0.25,0.0,0.06,0.0,198,6,7,1031,3,4,325,4,0,1,0,61.67,2669,1646,2.55,0.24,1.28,42,4,21,JUJUY
294,JUJUY_SUSQUES,"Susques, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,31.2,0.64,0.75,55.46,0.0,2.25,8.78,0.0,0.46,0.35,0.12,540,11,13,960,0,39,152,0,8,6,2,66.34,2745,1821,2.58,0.82,1.54,47,15,28,JUJUY
295,JUJUY_TILCARA,"Tilcara, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,19.1,0.67,2.91,48.75,0.5,1.3,24.72,0.65,0.33,0.76,0.3,1259,44,192,3213,33,86,1629,43,22,50,20,75.17,9236,6943,3.89,0.06,1.12,270,4,78,JUJUY
296,JUJUY_TUMBAYA,"Tumbaya, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,23.97,0.58,2.05,56.06,0.46,1.15,14.95,0.26,0.09,0.2,0.23,832,20,71,1946,16,40,519,9,3,7,8,77.0,4653,3583,1.84,0.56,0.73,66,20,26,JUJUY
297,JUJUY_VALLE GRANDE,"Valle Grande, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,34.15,0.22,0.22,49.78,0.0,0.22,15.18,0.22,0.0,0.0,0.0,153,1,1,223,0,1,68,1,0,0,0,64.4,736,474,0.42,4.64,0.42,2,22,2,JUJUY
298,JUJUY_YAVI,"Yavi, Jujuy",ALIANZA FRENTE PARA LA VICTORIA,15.48,0.72,2.06,51.62,0.29,1.1,27.04,0.78,0.29,0.28,0.34,1589,74,212,5300,30,113,2776,80,30,29,35,65.97,16264,10729,2.67,0.15,1.47,287,16,158,JUJUY
321,LA RIOJA_ARAUCO,"Arauco, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,24.2,1.98,0.54,51.16,0.32,0.43,20.44,0.12,0.15,0.32,0.34,1576,129,35,3332,21,28,1331,8,10,21,22,57.42,11870,6816,3.18,0.16,1.1,217,11,75,LA RIOJA
322,LA RIOJA_CAPITAL,"Capital, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,30.33,4.86,1.75,33.25,0.39,0.79,27.08,0.41,0.23,0.42,0.49,27692,4438,1601,30367,353,722,24725,375,213,387,443,67.68,142629,96534,3.99,0.34,1.08,3855,324,1039,LA RIOJA
323,LA RIOJA_CASTRO BARROS,"Castro Barros, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,21.26,1.51,0.84,57.15,0.17,0.44,17.93,0.17,0.13,0.27,0.13,633,45,25,1702,5,13,534,5,4,8,4,78.92,4184,3302,2.67,6.78,0.36,88,224,12,LA RIOJA
324,LA RIOJA_CHAMICAL,"Chamical, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,24.71,5.38,0.85,43.39,0.28,1.07,23.5,0.29,0.15,0.09,0.29,1686,367,58,2960,19,73,1603,20,10,6,20,59.38,11981,7114,3.11,0.01,0.98,221,1,70,LA RIOJA
325,LA RIOJA_CHILECITO,"Chilecito, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,31.45,3.19,1.6,36.59,0.32,0.85,24.77,0.3,0.17,0.4,0.37,7476,758,380,8698,77,202,5889,72,40,94,88,67.06,37552,25182,4.61,0.09,0.89,1162,22,224,LA RIOJA
326,LA RIOJA_FAMATINA,"Famatina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.53,1.53,1.15,47.47,0.71,0.36,33.41,0.16,0.22,0.33,0.14,532,56,42,1738,26,13,1223,6,8,12,5,77.53,4923,3817,3.35,0.34,0.39,128,13,15,LA RIOJA
327,LA RIOJA_CORONEL FELIPE VARELA,"Felipe Varela, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,22.39,2.44,0.7,55.49,0.86,0.39,16.46,0.32,0.27,0.23,0.45,1255,137,39,3111,48,22,923,18,15,13,25,68.57,8699,5965,5.82,0.05,0.15,347,3,9,LA RIOJA
328,LA RIOJA_GENERAL ANGEL V. PEÑALOZA,"General Angel V. Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,12.94,3.86,0.24,71.06,0.24,0.08,10.77,0.08,0.32,0.0,0.4,161,48,3,884,3,1,134,1,4,0,5,60.79,2160,1313,4.57,0.0,0.69,60,0,9,LA RIOJA
329,LA RIOJA_GENERAL BELGRANO,"General Belgrano, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,23.6,4.05,0.51,48.13,0.06,0.38,22.62,0.19,0.1,0.1,0.26,740,127,16,1509,2,12,709,6,3,3,8,53.68,6412,3442,3.11,5.43,0.38,107,187,13,LA RIOJA
330,LA RIOJA_GENERAL LAMADRID,"General Lamadrid, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,18.23,1.05,0.08,66.77,0.0,0.08,13.31,0.08,0.0,0.08,0.32,226,13,1,828,0,1,165,1,0,1,4,76.26,1664,1269,2.29,0.0,0.0,29,0,0,LA RIOJA
331,LA RIOJA_GENERAL OCAMPO,"General Ocampo, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,14.79,4.63,0.29,64.05,0.11,0.2,15.33,0.09,0.11,0.14,0.26,518,162,10,2243,4,7,537,3,4,5,9,57.84,6228,3602,2.14,0.17,0.47,77,6,17,LA RIOJA
332,LA RIOJA_GENERAL SAN MARTIN,"General San Martin, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,21.26,3.2,0.85,63.23,0.04,0.21,10.74,0.17,0.09,0.04,0.17,499,75,20,1484,1,5,252,4,2,1,4,64.33,3897,2507,2.67,2.63,1.08,67,66,27,LA RIOJA
333,LA RIOJA_INDEPENDENCIA,"Independencia, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,13.83,3.39,0.71,65.49,0.07,0.07,14.26,0.78,0.28,0.64,0.49,196,48,10,928,1,1,202,11,4,9,7,66.01,2301,1519,6.58,0.0,0.13,100,0,2,LA RIOJA
334,LA RIOJA_GENERAL JUAN F. QUIROGA,"Juan Facundo Quiroga, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,18.32,4.42,0.49,61.42,0.05,0.15,14.14,0.29,0.1,0.29,0.34,377,91,10,1264,1,3,291,6,2,6,7,63.27,3428,2169,4.75,0.0,0.37,103,0,8,LA RIOJA
335,LA RIOJA_ROSARIO VERA PEÑALOZA,"Rosario Vera Peñaloza, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,13.81,7.25,1.39,56.88,1.46,0.36,17.51,0.25,0.3,0.43,0.34,926,486,93,3813,98,24,1174,17,20,29,23,58.25,12032,7009,3.45,0.2,0.71,242,14,50,LA RIOJA
336,LA RIOJA_SAN BLAS DE LOS SAUCES,"San Blas De Los Sauces, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,18.86,0.99,0.43,54.68,0.43,0.24,23.91,0.09,0.09,0.09,0.19,399,21,9,1157,9,5,506,2,2,2,4,68.44,3210,2197,2.59,0.36,0.73,57,8,16,LA RIOJA
337,LA RIOJA_SANAGASTA,"Sanagasta, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,17.09,2.02,0.64,60.02,0.25,0.49,18.76,0.15,0.2,0.15,0.25,347,41,13,1219,5,10,381,3,4,3,5,78.65,2721,2140,4.16,0.05,0.89,89,1,19,LA RIOJA
338,LA RIOJA_VINCHINA,"Vinchina, La Rioja",ALIANZA FRENTE PARA LA VICTORIA,22.31,2.49,0.9,61.95,0.49,0.21,11.23,0.0,0.07,0.21,0.14,322,36,13,894,7,3,162,0,1,3,2,62.51,2451,1532,5.03,0.0,0.78,77,0,12,LA RIOJA
403,SALTA_ANTA,"Anta, Salta",ALIANZA FRENTE PARA LA VICTORIA,21.62,0.35,0.82,60.99,0.34,0.76,12.7,0.32,0.18,0.16,1.76,5270,85,199,14867,84,185,3095,79,43,40,429,55.86,46103,25755,1.69,3.26,0.4,436,839,104,SALTA
404,SALTA_CACHI,"Cachi, Salta",ALIANZA FRENTE PARA LA VICTORIA,23.16,0.36,1.47,54.24,0.31,0.52,18.28,0.49,0.26,0.41,0.49,896,14,57,2098,12,20,707,19,10,16,19,61.41,6481,3980,2.14,0.05,0.63,85,2,25,SALTA
405,SALTA_CAFAYATE,"Cafayate, Salta",ALIANZA FRENTE PARA LA VICTORIA,28.71,0.56,1.61,47.25,0.94,0.97,18.58,0.41,0.31,0.33,0.34,2196,43,123,3614,72,74,1421,31,24,25,26,65.36,12190,7967,2.26,0.51,1.22,180,41,97,SALTA
406,SALTA_CAPITAL,"Capital, Salta",ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),23.85,0.69,4.43,32.59,0.77,1.65,34.5,0.37,0.21,0.61,0.33,68635,1994,12759,93769,2219,4746,99277,1066,591,1749,962,71.9,413367,297216,1.39,0.58,1.21,4121,1726,3602,SALTA
407,SALTA_CERRILLOS,"Cerrillos, Salta",ALIANZA FRENTE PARA LA VICTORIA,20.69,0.61,2.48,38.22,0.34,0.9,35.13,0.44,0.18,0.36,0.66,4370,128,524,8073,71,190,7420,92,39,75,140,73.59,29355,21601,1.06,0.27,0.89,228,59,192,SALTA
408,SALTA_CHICOANA,"Chicoana, Salta",ALIANZA FRENTE PARA LA VICTORIA,18.37,0.58,2.34,43.36,0.24,0.63,33.1,0.46,0.23,0.34,0.33,2140,68,273,5051,28,73,3856,53,27,40,39,71.05,16751,11901,1.39,0.23,0.51,165,27,61,SALTA
409,SALTA_GENERAL GUEMES,"General Guemes, Salta",ALIANZA FRENTE PARA LA VICTORIA,15.24,0.73,2.21,51.01,0.42,0.71,27.64,0.39,0.17,0.44,1.04,3771,181,546,12619,103,176,6837,97,43,108,257,68.26,37250,25428,1.69,0.18,0.83,431,47,212,SALTA
410,SALTA_GUACHIPAS,"Guachipas, Salta",ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),10.97,0.44,1.87,40.62,0.37,0.19,44.67,0.37,0.12,0.25,0.12,176,7,30,652,6,3,717,6,2,4,2,53.62,3055,1638,1.34,0.37,0.31,22,6,5,SALTA
